clause,section,page,source_pdf
"(2) After the creation of the service tenancy under sub-section (1), if the tenant ceases to be in the service or employment of the said landlord either by retirement, resignation, termination of service, death or for any other reason, the tenant or any other person residing with him or claiming under him fails to vacate such premises or any part thereof immediately, then, notwithstanding anything contained in this Act or in any other law for the time being in force, the Competent Authority shall, if it is satisfied, on an application made to it in this behalf by such landlord within thirty days, make an order that the tenant or any such person as aforesaid shall place the landlord in vacant possession of such premises or part thereof;",section,19,eng_maharashtra_rent_control_ac.pdf
", the Competent Authority may entertain an application under this sub-section after the expiry of the said period, if it is satisfied that the applicant was prevented by sufficient cause from making the application in time: Provided further that, where the tenant is a workman or an employee whose services are terminated and a dispute in respect of such termination is pending before a tribunal, court or any other competent authority, the order for a eviction shall not be passed until such tribunal, court or authority, under the relevant law, finally upholds the order of such termination.",section,19,eng_maharashtra_rent_control_ac.pdf
".— For the purposes of this section, the expression “landlord” shall not include, in respect of sub-tenant, a tenant who has sub-let any premises, or in respect of a deemed tenant, a tenant at whose instance the deemed tenant has come in occupation of any premises.",section,19,eng_maharashtra_rent_control_ac.pdf
"and the Competent Authority shall make an order of eviction on that ground if— (a) in the case of landlord who is a member of the armed forces of the Union, he produces a certificate signed by the authorised officer to the effect that,—",section,19,eng_maharashtra_rent_control_ac.pdf
"20 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,20,eng_maharashtra_rent_control_ac.pdf
"XVIII (i) he is a member of the armed forces of the Union, or that he was such a member and has retired as such, and (ii) he does not possess any other premises suitable for residence in the local area where the premises are situated;",section,20,eng_maharashtra_rent_control_ac.pdf
"or (b) in the case of a landlord who is scientist, he produces a certificate signed by an officer of the Department of Atomic Energy of, or above, of the rank of Deputy Secretary to Government to the effect that,— (i) he is presently holding a scientific post in the Department of Atomic Energy or in any of its aided institutions specified in the certificate or he was holding such post and has now retired with effect from the date specified in the certificate;",section,20,eng_maharashtra_rent_control_ac.pdf
and (ii) he does not possess any other suitable residence (excluding any residential accommodation provided by Government) in the local area where the premises are situated;,section,20,eng_maharashtra_rent_control_ac.pdf
and (ii) he does not possesses any other suitable residence (excluding any residential accommodation provided by Government or Public Sector Undertaking) in the local area where the premises are situated;,section,20,eng_maharashtra_rent_control_ac.pdf
"(B) a successor-in-interest who becomes the landlord of the premises owned by any landlord referred to in clause (A), as a result of death of such a landlord while in service or where he is a member of the armed forces of the Union, within five years of his retirement, or where he is scientist, or a Government servant, within one year of his retirement, shall be entitled to recover possession of such premises on the ground that such premises are bona fide required for occupation by the successor-in-interest himself or by any member of the family of the deceased landlord, by making an application for the purpose of recovery of possession of the premises, to the Competent Authority;",section,20,eng_maharashtra_rent_control_ac.pdf
"and the Competent Authority shall make an order of eviction on that ground if,— (a) in the case of the successor-in-interest of a member of the armed forces of the Union, he produces a certificate signed by the authorised officer to the effect that,— (i) a successor-in-interest is a widow or any other member of the family of the deceased member of the armed forces of the Union, who died while in service on the date specified in the certificate (or of a member of the armed forces of the Union who has retired and who died within five years of his retirement on the date specified in the certificate);",section,20,eng_maharashtra_rent_control_ac.pdf
and (ii) such a successor-in-interest does not possess any other premises suitable for residence in the local area where such premises are situated;,section,20,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 21 (ii) such successor-in-interest does not possess any other suitable residence (excluding any residential accommodation provided by Government) in the local area where such premises situated;",section,21,eng_maharashtra_rent_control_ac.pdf
and (ii) such successor-in-interest does not possess any other suitable residence (excluding any residential accommodation provided by Government or the Public Sector Undertaking) in the local area where such premises are situated.,section,21,eng_maharashtra_rent_control_ac.pdf
"(3) “successor-in-interest” means,— (i) if the deceased landlord has a spouse living at the time of his death, spouse, and (ii) in any other case, any other member of his family.",section,21,eng_maharashtra_rent_control_ac.pdf
"22 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,22,eng_maharashtra_rent_control_ac.pdf
"Landlord entitled to recover possession of premises given on licence on expiry.— (1) Notwithstanding anything contained in this Act, a licensee, in possession or occupation of premises given to him on license for residence shall deliver possession of such premises to the landlord on expiry of the period of licence;",section,22,eng_maharashtra_rent_control_ac.pdf
"and on the failure of the licensee to so deliver the possession of the licensed premises, a landlord shall be entitled to recover possession of such premises from a licensee, on the expiry of the period of licence, by making an application to the Competent Authority, and the Competent Authority, on being satisfied that the period of licence has expired, shall pass an order for eviction of a licensee.",section,22,eng_maharashtra_rent_control_ac.pdf
(2) Any licensee who does not deliver possession of the premises to the landlord on expiry of the period of licence and continues to be in possession of the licensed premises till he is dispossessed by the Competent Authority shall be liable to pay damages at double the rate of the licence fee or charge of the premises fixed under the agreement of licence.,section,22,eng_maharashtra_rent_control_ac.pdf
".— For the purposes of this section,— (a) the expression “landlord” includes a successor-in-interest who becomes the landlord of the premises as a result of death of such landlord;",section,22,eng_maharashtra_rent_control_ac.pdf
but does not include a tenant or a sub-tenant who has given premises on license;,section,22,eng_maharashtra_rent_control_ac.pdf
"Certain Sub-tenants to become tenants on determination of tenancy.— When the interest of a tenant of any premises is determined for any reason, any sub-tenant to whom the premises or any part thereof have been lawfully sub-let and such sub-tenancy is subsisting on the date of commencement of this Act or where sub-tenancy is permitted by a contract between the landlord and the tenant, such sub-tenant shall, subject to the provisions of this Act, be deemed to become the tenant of his landlord on the same terms and conditions as he would have held from the tenant if the tenancy had continued.",section,22,eng_maharashtra_rent_control_ac.pdf
"In absence of contract tenant not to sub-let or transfer or give on licence.— Notwithstanding anything contained in any law for the time being in force but subject to any contract to the contrary it shall not be lawful for tenant to sub-let or give on licence the whole or any part of the premises let to him, or to assign or transfer in any other manner his interest therein: Provided that",section,22,eng_maharashtra_rent_control_ac.pdf
", the State Government may by notification in the Official Gazette, permit in any area the transfer of interest in premises held under such leases or class of leases any premises or class of premises other than those let for business, trade or storage to such extent as may be specified in the notification.",section,22,eng_maharashtra_rent_control_ac.pdf
"State Government or Government allottee to become tenant of premises requisitioned or continued under requisition.— (1) On the 7th December 1996, that is the date of coming into force of Bombay Rents, Hotel and Lodging House Rates Control, Bombay Land Requisition and Bombay Government Premises (Eviction) (Amendment) Act, 1996 (Mah.",section,22,eng_maharashtra_rent_control_ac.pdf
"XVI of 1997) (hereinafter in this section referred to as “the said date”),— (a) the State Government, in respect of the premises requisitioned or continued under requisition and allotted to a Government allottee referred to in sub-clause (a) of clause (2) of section 7;",section,22,eng_maharashtra_rent_control_ac.pdf
"and (b) the Government allottee, in respect of the premises requisitioned or continued under requisition and allotted to him as referred to in sub-clause (b) of clause (2) of section shall, notwithstanding anything contained in this Act, or in the Bombay Land Requisition Act, 1948 (Bom.",section,22,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 23 any judgement, decree or order of any court passed on or after the 11th June 1996, or in any order of eviction issued by the Competent Authority, or by the Appellate Authority, under the Bombay Land Requisition Act, 1948 (Bom.",section,23,eng_maharashtra_rent_control_ac.pdf
"XXXIII of 1948), be deemed to have become, for the purposes of this Act, the tenant of the landlord;",section,23,eng_maharashtra_rent_control_ac.pdf
"and such premises shall be deemed to have been let by the landlord to the State Government or, as the case may be, to such Government allottee, on payment of rent and permitted increases equal to the amount of compensation payable in respect of the premises immediately before the said date.",section,23,eng_maharashtra_rent_control_ac.pdf
"(2) Save as otherwise provided in this section or any other provisions of this Act, nothing in this section shall affect,— (a) the rights of the landlord including his right to recover possession of the premises from such tenant on any of the grounds mentioned in section 16 or in any other section;",section,23,eng_maharashtra_rent_control_ac.pdf
"(b) the right of the landlord or such tenant to apply to the court for the fixation of standard rent and permitted increases under this Act, by reason only of the fact that the amount of the rent and permitted increases, if any, to be paid by such tenant to the landlord is determined under sub-section (1);",section,23,eng_maharashtra_rent_control_ac.pdf
(c) the operation and the application of the other relevant provisions of this Act in respect of such tenancy.,section,23,eng_maharashtra_rent_control_ac.pdf
"Inspection of premises.— The landlord shall be entitled to inspect the premises let or given on licence, at a reasonable time after giving prior notice to the tenant, licensee or occupier.",section,23,eng_maharashtra_rent_control_ac.pdf
"Landlord not to cut-off or withhold essential supply or service.— (1) No landlord, either himself or through any person acting or purporting to act on his behalf, shall, without just or sufficient cause, cut-off or withhold any essential supply or service enjoyed by the tenant in respect of the premises let to him.",section,23,eng_maharashtra_rent_control_ac.pdf
"(2) A tenant in occupation of the premises may, if the landlord has contravened the provisions of sub-section (1), make an application to the court for a direction to restore such supply or service.",section,23,eng_maharashtra_rent_control_ac.pdf
"(3) Having regard to the circumstances of a particular case the court may, if it is satisfied that it is necessary to make an interim order, make such order directing the landlord to restore the essential supply or service before the date specified in such order, before giving notice to the landlord of the enquiry to be made in the application under sub-section (3) or during the pendency of such enquiry.",section,23,eng_maharashtra_rent_control_ac.pdf
"On the failure of the landlord to comply with such interim order of the court, the landlord shall be liable to the same penalty as is provided for in sub-section (4).",section,23,eng_maharashtra_rent_control_ac.pdf
"(4) If the court on inquiry finds that the tenant has been in enjoyment of the essential supply or service and that it was cut-off or withheld by the landlord without just or sufficient cause, the court shall make an order directing the landlord to restore such supply or service before a date to be specified in the order.",section,23,eng_maharashtra_rent_control_ac.pdf
"Any landlord who fails to restore the supply or service before the date so specified, shall, for each day during which the default continues thereafter, be liable upon further directions by the court, to that effect, to fine which may extend to one hundred rupees.",section,23,eng_maharashtra_rent_control_ac.pdf
"(5) Any landlord, who contravences, the provisions of sub-section (1), shall, on conviction, be punishable with imprisonment for a term which may extend to three months or with fine which may extend to one thousand rupees or with both.",section,23,eng_maharashtra_rent_control_ac.pdf
(6) An application under this section may be made jointly by all or any of the tenants of the premises situated in the same building.,section,23,eng_maharashtra_rent_control_ac.pdf
(b) withholding any essential supply or service shall include acts or ommissions attributable to the landlord on account of which the essential supply or service is cut-off by the municipal authority or any other competent authority.,section,23,eng_maharashtra_rent_control_ac.pdf
"24 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,24,eng_maharashtra_rent_control_ac.pdf
"XVIII (7) Without prejudice to the provisions of sub-sections (1) to (6) or any other law for the time being in force, where the tenant,— (a) who has been in enjoyment of any essential supply or service and the landlord has withheld the same, or (b) who desires to have, at his own cost, any other essential supply or service for the premises in his occupation, the tenant may apply to the Municipal or any other authority authorised in this behalf, for the permission or for supply of the essential service and it shall be lawful for that authority to grant permission for, supply of such essential supply or service applied for without insisting on production of a ‘No Objection Certificate’ from the landlord by such tenant.",section,24,eng_maharashtra_rent_control_ac.pdf
"Conversion of residential into commercial premises prohibited.— (1) A landlord shall not use or permit to be used for a commercial purpose any premises which, on the date of the commencement of this Act, were used for a residential purpose.",section,24,eng_maharashtra_rent_control_ac.pdf
"(2) Any landlord who contravenes the provisions of sub-section (1) shall, on conviction, be punishable with imprisonment for a term which may extend to six months or with fine which may extend to ten thousand rupees or with both.",section,24,eng_maharashtra_rent_control_ac.pdf
Giving receipt for any amount received compulsory.— (1) Every landlord shall give a written receipt for any amount at the time when such amount is received by him in respect of any premises in such form and in such manner as may be prescribed.,section,24,eng_maharashtra_rent_control_ac.pdf
"(2) Every landlord shall, without charging any consideration, issue the rent receipt in respect of the premises let out to the deceased tenant in the name of the family member referred to in sub-clause (d) of clause (15) of section 7.",section,24,eng_maharashtra_rent_control_ac.pdf
"(3) Any landlord or person who fails to give a written receipt for any amount received by him in respect of any premises shall, on conviction, be punishable with fine which may extend to one hundred rupees for each day of default.",section,24,eng_maharashtra_rent_control_ac.pdf
"Recovery of rent according to British Calendar.— (1) Notwithstanding anything contained in any law for the time being in force or any contract, custom of local usage to the contrary, rent payable by the month or year or portion year shall be recovered according to the British Calendar.",section,24,eng_maharashtra_rent_control_ac.pdf
(2) The State Government may prescribe the manner in which rent recoverable according to any other calendar before the coming into operation of this Act shall be calculated and charged in terms of the British Calendar.,section,24,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 25 Authority) and subject to the provisions of sub-section (2), no other court shall have jurisdiction to entertain any such suit, proceeding, or application or to deal with such claim or question.",s.,25,eng_maharashtra_rent_control_ac.pdf
"(b) a decree or order made in any suit or proceeding (other than a suit or proceeding relating to possession) in which the plaintiff seeks to recover rent in respect of any premises and amount or value of the subject matter of which does not exceed— (i) where such suit or proceeding is instituted in Brihan Mumbai, Rs.",s.,25,eng_maharashtra_rent_control_ac.pdf
(c) an order made upon on an application for fixing the standard rent or for determining the permitted increases in respect of any premises except in a suit or proceeding in which an appeal lies;,s.,25,eng_maharashtra_rent_control_ac.pdf
(d) an order made upon an application by a tenant for a direction to restore any essential supply or service in respect of the premises let to him.,s.,25,eng_maharashtra_rent_control_ac.pdf
"26 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",s.,26,eng_maharashtra_rent_control_ac.pdf
"Saving of suit involving tittle.— Nothing contained in sections 33 and 34 shall be deemed to bar a party to a suit, proceeding or appeal mentioned therein in which a question of title to premises arises and is determined from using in a competent court to establish, his title to such premises.",s.,26,eng_maharashtra_rent_control_ac.pdf
"Definition of landlord for the purpose of Chapter VIII.— For the purposes this Chapter, landlord means a landlord who is,— (a) a person who has created a service tenancy in respect of his premises or a part thereof in favour of his employee under section 22;",s.,26,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 27 (c) a person who has given premises on licence for residence or a successor-in-interest referred to in section 24.",section,27,eng_maharashtra_rent_control_ac.pdf
"Special provision for making application to Competent Authority by landlord to evict tenant or licensee.— Notwithstanding anything contained in this Act or any other Law for the time being in force or any contract to the contrary or any judgement or decree or order of any court, but subject to the provisions of section 22 or 23 or 24, as the case may be, a landlord may submit an application to the Competent Authority, signed and verified in a manner provided in rules 14 and 15 of Order VI of the First Schedule to the Code of Civil Procedure, 1908 (V of 1908), as if it were a plaint, to the Competent Authority having jurisdiction in the area in which the premises are situated, for the purpose of recovery of possession of the premises from the tenant or licensee, as the case may be.",section,27,eng_maharashtra_rent_control_ac.pdf
Special procedure for disposal of applications.— (1) Every application by a landlord under this Chapter for the recovery of possession shall be accompanied by such fees as may be prescribed.,section,27,eng_maharashtra_rent_control_ac.pdf
"(3) (a) The Competent Authority shall, in addition to, and simultaneously with, the issue of summons for service on the tenant or licensee, as the case may be, also direct the summons to be served by registered post, acknowledgement due, addressed to the tenant or the licensee or agent empowered by such tenant or licensee to accept the service at the place where the tenant or licensee or such agent actually and voluntarily resides or carries in business or personally works for gain.",section,27,eng_maharashtra_rent_control_ac.pdf
"(b) When an acknowledgement purporting to be signed by the tenant or licensee or their agent is received by the Competent Authority or the registered article containing the summons is received back with an endorsement purporting to have been made by a postal employee to the effect that the tenant or licensee or their agent had refused to take delivery of the registered article, the Competent Authority may proceed to hear and decide the application as if there has been a valid service of summons.",section,27,eng_maharashtra_rent_control_ac.pdf
"(4) (a) The tenant or licensee on whom the summons is duly served in the ordinary way or by registered post in the manner laid down in sub-section (3) shall not contest the prayer for eviction from the premises, unless within thirty days of the service of summons on him as aforesaid, he files an affidavit stating grounds on which he seeks to contest the application for eviction and obtains leave from the Competent Authority as hereinafter provided, and in default of his appearance in pursuance of the summons or his obtaining such leave, the statement made by the landlord in the application for eviction shall be deemed to be admitted by the tenant or the licensee, as the case may be, and the applicant shall be entitled to an order for eviction on the ground aforesaid.",section,27,eng_maharashtra_rent_control_ac.pdf
"(b) The Competent Authority shall give to the tenant or licensee leave to contest the application if the affidavit filed by the tenant or licensee discloses such facts as would disentitle the landlord from obtaining an order for the recovery of possession of the premises on the ground specified in section 22, 23 or 24.",section,27,eng_maharashtra_rent_control_ac.pdf
"(c) Where leave is granted to the tenant or licensee to contest the application the Competent Authority shall commence the hearing of the application as early as practicable and shall, as far as possible, proceed with the hearing from day to day, and decide the same, as far as may be, within six months of the order granting of such leave to contest the application.",section,27,eng_maharashtra_rent_control_ac.pdf
Order of Competent Authority to be non-appealable and revision by State Government.— (1) No appeal shall lie against an order for the recovery of possession of any premises made by the Competent Authority in accordance with the procedure specified in section 43.,section,27,eng_maharashtra_rent_control_ac.pdf
"28 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,28,eng_maharashtra_rent_control_ac.pdf
"Effect of refusal or failure to comply with order of eviction.— If any person refuses or fails to comply with the order of eviction made under section 43 within thirty days of the date on which it has become final, the Competent Authority or any other officer duly authorised by the Competent Authority in this behalf, may evict that person from, and take possession of, the premises and deliver the same to the landlord and for that purpose, use such force as may be necessary.",section,28,eng_maharashtra_rent_control_ac.pdf
"Pending Suits and proceedings in courts.— (1) Subject to sub-section (2), all suits and proceedings filed by landlords, being the landlords referred to in clause (a) or (b) or (c) of section 41 for eviction of tenant on the grounds specified in section 22 or 23 or 24 and pending on the date of commencement of this Act, unless the landlord withdraws the same in relation to relief of recovery of possession of the premises claimed therein, be heard, proceeded with and disposed of by the Court in which such suit or proceeding is pending as if this Act had not been passed.",section,28,eng_maharashtra_rent_control_ac.pdf
"(2) Any such landlord seeking to evict the tenant on the grounds specified in section 22 or 23 or 24 may, if he has already proceeded against the tenant in a suit or in a proceeding in the court and withdraws the suit or proceeding in relation to the claim made therein with leave of court proceed against the tenant in accordance with the provisions of this Chapter.",section,28,eng_maharashtra_rent_control_ac.pdf
"(2) Any such landlord who keeps such premises unoccupied or re-lets the same as aforesaid and any such landlord or other person in occupation of the premises who fails to comply with order of the Competent Authority under sub-section (1), shall, on conviction, be punishable with imprisonment for a term which may extend to three months or with fine or with both.”.",section,28,eng_maharashtra_rent_control_ac.pdf
(2) Nothing in section 20 shall apply to a landlord referred to in clause (c) of section 41.,section,28,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 29 50.",section,29,eng_maharashtra_rent_control_ac.pdf
"Tenancy agreement to be compulsorily registered.— (1) Notwithstanding anything contained in this Act or any other law for the time being in force, any agreement for leave and licence or letting of any premises, entered into between the landlord and the tenant or the licensee, as the case may be, after the commencement of this Act, shall be in writing and shall be registered under the Registration Act, 1908 (XVI of 1908).",section,29,eng_maharashtra_rent_control_ac.pdf
"(2) The responsibility of getting such agreement registered shall be on the landlord and in the absence of the written registered agreement, the contention of the tenant about the terms and conditions, subject to which a premises have been given to him by the landlord on leave and licence or have been let to him, shall prevail, unless proved otherwise.",section,29,eng_maharashtra_rent_control_ac.pdf
"(3) Any landlord who contravenes the provisions of this section shall, on conviction, be punished with imprisonment which may extend to three months or with fine not exceeding rupees five thousand or with both.",section,29,eng_maharashtra_rent_control_ac.pdf
"Right of tenant and landlord to receive lawful charges.— Notwithstanding anything contained in this Act, it shall be lawful for,— (i) the tenant or any person acting or purporting to act on behalf of the tenant to claim or receive any sum or any consideration, as a condition of the relinquishment, transfer or assignment of his tenancy of any premises;",section,29,eng_maharashtra_rent_control_ac.pdf
"(ii) the landlord or any person acting or purporting to act on behalf of the landlord to receive any fine, premium or other like sum or deposit or any consideration in respect of the grant, or renewal of a lease of any premises, or for giving his consent to the transfer of a lease to any other person.",section,29,eng_maharashtra_rent_control_ac.pdf
"(2) In particular, and without prejudice to the generality of the foregoing provisions, such rules may provide for,— (a) the manner in which addition to the rent shall be made under sub-section (2) or clause (a) of sub-section (3) of section 11;",section,29,eng_maharashtra_rent_control_ac.pdf
"30 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,30,eng_maharashtra_rent_control_ac.pdf
"XVIII (b) the authority from which a declaration, and the manner and the form in which declaration or a certificate from a notified architect asserting that it is necessary to undertake repairs and the extent thereof and estimated cost thereof, to be obtained by the landlord, and the manner and the form in which, a certificate from such authority or such architect confirming that the repairs were carried out in accordance with the declaration, or as the case may be, the certificate aforesaid, and fixing the date of completion of the repairs and the actual expenses thereof, to be obtained by the landlord under clause (b) of sub-section (5) of section 11;",section,30,eng_maharashtra_rent_control_ac.pdf
(d) the manner in which rent recoverable according to any calendar other than the British calendar before the commencement of this Act shall be calculated and charged in terms of the British calendar under sub-section (2) of section 32.,section,30,eng_maharashtra_rent_control_ac.pdf
"and Berar Act XI of 1946) including the Central Provinces and Berar Letting of Houses and Rent Control Order, 1949;",section,30,eng_maharashtra_rent_control_ac.pdf
"and (c) the Hyderabad Houses (Rent, Eviction and Lease) Control Act, 1954 (Hyd.",section,30,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 31 (d) all prosecutions instituted under the provisions of any of the repealed Acts shall be effective and disposed of in accordance with the law.",s.,31,eng_maharashtra_rent_control_ac.pdf
"Removal of difficulty.— If any difficulty arises in giving effect to the provisions of this Act unifying, consolidating and amending the laws relating to the control of rent and eviction and other connected matters in the repealed Acts, and as are contained in this Act, the State Government may, as occasion arises, by order do anything which appears to it to be necessary for the purpose of removing the difficulty: Provided that",s.,31,eng_maharashtra_rent_control_ac.pdf
"32 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,32,eng_maharashtra_rent_control_ac.pdf
"XX of 1954) were extended before the commencement of the Maharashtra Rent Control Act, 1999 (Mah.",section,32,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 33 (1) (2) 22 Wada.",section,33,eng_maharashtra_rent_control_ac.pdf
"34 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,34,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 35 (1) (2) 22 Devlad, Bhanvaj, Rahatvad, Vihari.",section,35,eng_maharashtra_rent_control_ac.pdf
"36 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,36,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 37 (1) (2) 9 Sawada Municipal Council.",section,37,eng_maharashtra_rent_control_ac.pdf
"38 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,38,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 39 (1) (2) 2 Ichalkaranji Municipal Council.",section,39,eng_maharashtra_rent_control_ac.pdf
"40 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,40,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 41 (1) (2) Nagpur District — 1 Nagpur Municipal Corporation.",section,41,eng_maharashtra_rent_control_ac.pdf
"42 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",s.,42,eng_maharashtra_rent_control_ac.pdf
"XVIII] The Maharashtra Rent Control Act, 1999 43 SCHEDULE II [See section 2 (3)] (Area to which the Maharashtra Rent Control Act, 1999 applies) Serial Name of Population of Name of the district in the area which the No.",section,43,eng_maharashtra_rent_control_ac.pdf
"44 The Maharashtra Rent Control Act, 1999 [2000 : Mah.",section,44,eng_maharashtra_rent_control_ac.pdf
XVIII SCHEDULE III [See section 43 (2)] Form of summons in a case where recovery of possession of premises is prayed of under Chapter XI.,section,44,eng_maharashtra_rent_control_ac.pdf
"(Name, description and place of residence of the *tenant/*licensee/*agent).",section,44,eng_maharashtra_rent_control_ac.pdf
"WHEREAS Shri…………………………………......filed an application (a copy of which is annexed) for your eviction from (here insert the particulars of the premises) on the ground specified in section 23/24 of the Maharashtra Rent Control Act, 1999.",section,44,eng_maharashtra_rent_control_ac.pdf
"within fifteen days of the service hereof and to obtain the leave of the Competent Authority to contest the application for eviction on the ground aforesaid, in default whereof, the applicant will be entitled at any time after the expiry of the said period of fifteen days to obtain an order for your eviction from the said premises.",section,44,eng_maharashtra_rent_control_ac.pdf
