question,answer,source
Simplify this clause,"XVIII (i) he is a member of the armed forces of the Union, or that he was such a member and has retired as such, and (ii) he does not possess any other premises suitable for residence in the local area where the premises are situated; or (b) in the case of a landlord who is scientist, he produces a certificate signed by an officer of the Department of Atomic Energy of, or above, of the rank of Deputy Secretary to Government to the effect that,— (i) he is presently holding a scientific post in the Department of Atomic Energy or in any of its aided institutions specified in the certificate or he was holding such post and has now retired with effect from the date specified in the certificate; and (ii) he does not possess any other suitable residence (excluding any residential accommodation provided by Government) in the local area where the premises are situated; or (c) in the case of a Government servant, he produces a certificate signed by the Head Department or the Head of the office, or the Chief Executive of the Public Sector Undertaking, by whatever designation called, to the effect that,— (i) he is presently holding the post in that Department, office or Public Sector Undertaking or he was holding such post and has now retired with effect from the date specified in the certificate; and (ii) he does not possesses any other suitable residence (excluding any residential accommodation provided by Government or Public Sector Undertaking) in the local area where the premises are situated; (B) a successor-in-interest who becomes the landlord of the premises owned by any landlord referred to in clause (A), as a result of death of such a landlord while in service or where he is a member of the armed forces of the Union, within five years of his retirement, or where he is scientist, or a Government servant, within one year of his retirement, shall be entitled to recover possession of such premises on the ground that such premises are bona fide required for occupation by the successor-in-interest himself or by any member of the family of the deceased landlord, by making an application for the purpose of recovery of possession of the premises, to the Competent Authority; and the Competent Authority shall make an order of eviction on that ground if,— (a) in the case of the successor-in-interest of a member of the armed forces of the Union, he produces a certificate signed by the authorised officer to the effect that,— (i) a successor-in-interest is a widow or any other member of the family of the deceased member of the armed forces of the Union, who died while in service on the date specified in the certificate (or of a member of the armed forces of the Union who has retired and who died within five years of his retirement on the date specified in the certificate); and (ii) such a successor-in-interest does not possess any other premises suitable for residence in the local area where such premises are situated; or (b) in the case of a successor-in-interest of a scientist, he produces a certificate signed by an officer of the Department of Atomic Energy of, or above, the rank of Deputy Secretary to Government, to the effect that,— (i) the successor-in-interest is a widow or any other member of the family of the deceased scientist who died while in service on the date specified in the certificate (or of a scientist who has retired and who died within one year of his retirement on the date specified in the certificate);",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 21 (ii) such successor-in-interest does not possess any other suitable residence (excluding any residential accommodation provided by Government) in the local area where such premises situated; or (c) in the case of a successor-in-interest of a Government servant, he produces a certificate signed by the head of his Department, Head of the office, or the Chief Executive, by whatever designation called, of the Public Sector Undertaking, to the effect that,— (i) the successor-in-interest is a widow or any other member of the family of the deceased Government servant, who died while in service on the date specified in the certificate) (or of a Government servant who has retired and who died within one year of his retirement on the date specified in the certificate); and (ii) such successor-in-interest does not possess any other suitable residence (excluding any residential accommodation provided by Government or the Public Sector Undertaking) in the local area where such premises are situated.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Explanation.— For the purposes of this section,— (1) “authorised officer”, in relation to a member of the armed forces of the Union, means the commanding officer or head of services, including,— (i) in the case of an officer retired from the Army, the Area Commander, (ii) in the case of an officer retired from the Navy, the Flag Officer Command-in-Chief Naval Command, and (iii) in the case of an officer retired from the Air Force, the Station Commander; (2) “member of the family” means any of the following members of the family of a member of the armed forces of the Union, or a scientist, or a Government servant, as the case may be, who is ordinarily residing with him and who is dependent on him and where member of the armed forces of the Union or a scientist or a Government servant has retired or died, any member of his family who is so residing or dependent at the time of his retirement, or as the case may be, death, namely :— spouse, father, mother, son, daughter, grand-son, grand-daughter, son’s wife, grand- son’s wife, widow of predeceased son or grandson; (3) “successor-in-interest” means,— (i) if the deceased landlord has a spouse living at the time of his death, spouse, and (ii) in any other case, any other member of his family.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Landlord entitled to recover possession of premises given on licence on expiry.— (1) Notwithstanding anything contained in this Act, a licensee, in possession or occupation of premises given to him on license for residence shall deliver possession of such premises to the landlord on expiry of the period of licence; and on the failure of the licensee to so deliver the possession of the licensed premises, a landlord shall be entitled to recover possession of such premises from a licensee, on the expiry of the period of licence, by making an application to the Competent Authority, and the Competent Authority, on being satisfied that the period of licence has expired, shall pass an order for eviction of a licensee.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,(2) Any licensee who does not deliver possession of the premises to the landlord on expiry of the period of licence and continues to be in possession of the licensed premises till he is dispossessed by the Competent Authority shall be liable to pay damages at double the rate of the licence fee or charge of the premises fixed under the agreement of licence.,PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Explanation.— For the purposes of this section,— (a) the expression “landlord” includes a successor-in-interest who becomes the landlord of the premises as a result of death of such landlord; but does not include a tenant or a sub-tenant who has given premises on license; (b) an agreement of licence in writing shall be conclusive evidence of the fact stated therein.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Certain Sub-tenants to become tenants on determination of tenancy.— When the interest of a tenant of any premises is determined for any reason, any sub-tenant to whom the premises or any part thereof have been lawfully sub-let and such sub-tenancy is subsisting on the date of commencement of this Act or where sub-tenancy is permitted by a contract between the landlord and the tenant, such sub-tenant shall, subject to the provisions of this Act, be deemed to become the tenant of his landlord on the same terms and conditions as he would have held from the tenant if the tenancy had continued.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"In absence of contract tenant not to sub-let or transfer or give on licence.— Notwithstanding anything contained in any law for the time being in force but subject to any contract to the contrary it shall not be lawful for tenant to sub-let or give on licence the whole or any part of the premises let to him, or to assign or transfer in any other manner his interest therein: Provided that, the State Government may by notification in the Official Gazette, permit in any area the transfer of interest in premises held under such leases or class of leases any premises or class of premises other than those let for business, trade or storage to such extent as may be specified in the notification.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"State Government or Government allottee to become tenant of premises requisitioned or continued under requisition.— (1) On the 7th December 1996, that is the date of coming into force of Bombay Rents, Hotel and Lodging House Rates Control, Bombay Land Requisition and Bombay Government Premises (Eviction) (Amendment) Act, 1996 (Mah.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVI of 1997) (hereinafter in this section referred to as “the said date”),— (a) the State Government, in respect of the premises requisitioned or continued under requisition and allotted to a Government allottee referred to in sub-clause (a) of clause (2) of section 7; and (b) the Government allottee, in respect of the premises requisitioned or continued under requisition and allotted to him as referred to in sub-clause (b) of clause (2) of section shall, notwithstanding anything contained in this Act, or in the Bombay Land Requisition Act, 1948 (Bom.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 23 any judgement, decree or order of any court passed on or after the 11th June 1996, or in any order of eviction issued by the Competent Authority, or by the Appellate Authority, under the Bombay Land Requisition Act, 1948 (Bom.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XXXIII of 1948), be deemed to have become, for the purposes of this Act, the tenant of the landlord; and such premises shall be deemed to have been let by the landlord to the State Government or, as the case may be, to such Government allottee, on payment of rent and permitted increases equal to the amount of compensation payable in respect of the premises immediately before the said date.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(2) Save as otherwise provided in this section or any other provisions of this Act, nothing in this section shall affect,— (a) the rights of the landlord including his right to recover possession of the premises from such tenant on any of the grounds mentioned in section 16 or in any other section; (b) the right of the landlord or such tenant to apply to the court for the fixation of standard rent and permitted increases under this Act, by reason only of the fact that the amount of the rent and permitted increases, if any, to be paid by such tenant to the landlord is determined under sub-section (1); (c) the operation and the application of the other relevant provisions of this Act in respect of such tenancy.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Inspection of premises.— The landlord shall be entitled to inspect the premises let or given on licence, at a reasonable time after giving prior notice to the tenant, licensee or occupier.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Landlord not to cut-off or withhold essential supply or service.— (1) No landlord, either himself or through any person acting or purporting to act on his behalf, shall, without just or sufficient cause, cut-off or withhold any essential supply or service enjoyed by the tenant in respect of the premises let to him.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(2) A tenant in occupation of the premises may, if the landlord has contravened the provisions of sub-section (1), make an application to the court for a direction to restore such supply or service.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(3) Having regard to the circumstances of a particular case the court may, if it is satisfied that it is necessary to make an interim order, make such order directing the landlord to restore the essential supply or service before the date specified in such order, before giving notice to the landlord of the enquiry to be made in the application under sub-section (3) or during the pendency of such enquiry.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"On the failure of the landlord to comply with such interim order of the court, the landlord shall be liable to the same penalty as is provided for in sub-section (4).",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(4) If the court on inquiry finds that the tenant has been in enjoyment of the essential supply or service and that it was cut-off or withheld by the landlord without just or sufficient cause, the court shall make an order directing the landlord to restore such supply or service before a date to be specified in the order.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Any landlord who fails to restore the supply or service before the date so specified, shall, for each day during which the default continues thereafter, be liable upon further directions by the court, to that effect, to fine which may extend to one hundred rupees.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(5) Any landlord, who contravences, the provisions of sub-section (1), shall, on conviction, be punishable with imprisonment for a term which may extend to three months or with fine which may extend to one thousand rupees or with both.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,(6) An application under this section may be made jointly by all or any of the tenants of the premises situated in the same building.,PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Explanation.— In this section,— (a) essential supply or service includes supply of water, electricity, lights in passages and on stair-cases, lifts and conservancy or sanitary service; (b) withholding any essential supply or service shall include acts or ommissions attributable to the landlord on account of which the essential supply or service is cut-off by the municipal authority or any other competent authority.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII (7) Without prejudice to the provisions of sub-sections (1) to (6) or any other law for the time being in force, where the tenant,— (a) who has been in enjoyment of any essential supply or service and the landlord has withheld the same, or (b) who desires to have, at his own cost, any other essential supply or service for the premises in his occupation, the tenant may apply to the Municipal or any other authority authorised in this behalf, for the permission or for supply of the essential service and it shall be lawful for that authority to grant permission for, supply of such essential supply or service applied for without insisting on production of a ‘No Objection Certificate’ from the landlord by such tenant.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Conversion of residential into commercial premises prohibited.— (1) A landlord shall not use or permit to be used for a commercial purpose any premises which, on the date of the commencement of this Act, were used for a residential purpose.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(2) Any landlord who contravenes the provisions of sub-section (1) shall, on conviction, be punishable with imprisonment for a term which may extend to six months or with fine which may extend to ten thousand rupees or with both.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,Giving receipt for any amount received compulsory.— (1) Every landlord shall give a written receipt for any amount at the time when such amount is received by him in respect of any premises in such form and in such manner as may be prescribed.,PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(2) Every landlord shall, without charging any consideration, issue the rent receipt in respect of the premises let out to the deceased tenant in the name of the family member referred to in sub-clause (d) of clause (15) of section 7.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(3) Any landlord or person who fails to give a written receipt for any amount received by him in respect of any premises shall, on conviction, be punishable with fine which may extend to one hundred rupees for each day of default.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Recovery of rent according to British Calendar.— (1) Notwithstanding anything contained in any law for the time being in force or any contract, custom of local usage to the contrary, rent payable by the month or year or portion year shall be recovered according to the British Calendar.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,(2) The State Government may prescribe the manner in which rent recoverable according to any other calendar before the coming into operation of this Act shall be calculated and charged in terms of the British Calendar.,PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Jurisdiction of courts.— (1) Notwithstanding anything contained in any law for the time being in force, but subject to the provisions of Chapter VIII, and notwithstanding that by reason of the amount of the claim, or for any other reason, the suit or proceeding would not, but for this provision, be within its jurisdiction,— (a) in Brihan Mumbai, the Court of Small Causes, Mumbai, (b) in any area for which a Court of a Small Causes is established under the Provincial Small Causes Courts Act, 1887 (IX of 1887), such court, and (c) elsewhere, the court of the Civil Judge (Junior Division) having jurisdiction in the area in which the premises are situate or, if there is no such Civil Judge, the court of the Civil Judge (Senior Division) having ordinary jurisdiction, shall have jurisdiction to entertain and try any suit of proceeding between a landlord and a tenant relating to the recovery of rent or possession of any premises and to decide any application made under this Act (other than the application which are to be decided by the State Government or an officer authorised by it or the Competent",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 25 Authority) and subject to the provisions of sub-section (2), no other court shall have jurisdiction to entertain any such suit, proceeding, or application or to deal with such claim or question.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Appeal.— (1) Notwithstanding anything contained in any law for the time being in force, an appeal shall lie— (a) in Brihan Mumbai from a decree or order made by the Court of Small Causes, Mumbai exercising jurisdiction under section 33, to a bench of two judges of the said Court which shall not include the Judge who made such decree or order; (b) elsewhere, from a decree or order made by a Judge of the Court of Small Causes established under the Provincial Small Causes Courts Act, 1887 (IX of 1887), or by the Court of the Civil Judge deemed to be the Court of Small Causes under clause (c) of sub-section (2) of section 33 or by a Civil Judge exercising such jurisdiction, to the District Court: Provided that no such appeal shall lie from,— (a) a decree or order made in any suit or proceeding in respect of which no appeal lies under the Code of Civil Procedure, 1908 (V of 1908); (b) a decree or order made in any suit or proceeding (other than a suit or proceeding relating to possession) in which the plaintiff seeks to recover rent in respect of any premises and amount or value of the subject matter of which does not exceed— (i) where such suit or proceeding is instituted in Brihan Mumbai, Rs.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"10,000; and (ii) where such suit or proceeding is instituted elsewhere, the amount upto which the Judge or Court specified in clause (b) is invested with jurisdiction of a Court of Small Causes, under any law for the time being in force; (c) an order made upon on an application for fixing the standard rent or for determining the permitted increases in respect of any premises except in a suit or proceeding in which an appeal lies; (d) an order made upon an application by a tenant for a direction to restore any essential supply or service in respect of the premises let to him.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Saving of suit involving tittle.— Nothing contained in sections 33 and 34 shall be deemed to bar a party to a suit, proceeding or appeal mentioned therein in which a question of title to premises arises and is determined from using in a competent court to establish, his title to such premises.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Definition of landlord for the purpose of Chapter VIII.— For the purposes this Chapter, landlord means a landlord who is,— (a) a person who has created a service tenancy in respect of his premises or a part thereof in favour of his employee under section 22; (b) a member of the armed forces of the Union or a scientist or a Government servant or a successor-in-interest, referred to in section 23; or",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 27 (c) a person who has given premises on licence for residence or a successor-in-interest referred to in section 24.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Special provision for making application to Competent Authority by landlord to evict tenant or licensee.— Notwithstanding anything contained in this Act or any other Law for the time being in force or any contract to the contrary or any judgement or decree or order of any court, but subject to the provisions of section 22 or 23 or 24, as the case may be, a landlord may submit an application to the Competent Authority, signed and verified in a manner provided in rules 14 and 15 of Order VI of the First Schedule to the Code of Civil Procedure, 1908 (V of 1908), as if it were a plaint, to the Competent Authority having jurisdiction in the area in which the premises are situated, for the purpose of recovery of possession of the premises from the tenant or licensee, as the case may be.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,Special procedure for disposal of applications.— (1) Every application by a landlord under this Chapter for the recovery of possession shall be accompanied by such fees as may be prescribed.,PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(3) (a) The Competent Authority shall, in addition to, and simultaneously with, the issue of summons for service on the tenant or licensee, as the case may be, also direct the summons to be served by registered post, acknowledgement due, addressed to the tenant or the licensee or agent empowered by such tenant or licensee to accept the service at the place where the tenant or licensee or such agent actually and voluntarily resides or carries in business or personally works for gain.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(b) When an acknowledgement purporting to be signed by the tenant or licensee or their agent is received by the Competent Authority or the registered article containing the summons is received back with an endorsement purporting to have been made by a postal employee to the effect that the tenant or licensee or their agent had refused to take delivery of the registered article, the Competent Authority may proceed to hear and decide the application as if there has been a valid service of summons.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(4) (a) The tenant or licensee on whom the summons is duly served in the ordinary way or by registered post in the manner laid down in sub-section (3) shall not contest the prayer for eviction from the premises, unless within thirty days of the service of summons on him as aforesaid, he files an affidavit stating grounds on which he seeks to contest the application for eviction and obtains leave from the Competent Authority as hereinafter provided, and in default of his appearance in pursuance of the summons or his obtaining such leave, the statement made by the landlord in the application for eviction shall be deemed to be admitted by the tenant or the licensee, as the case may be, and the applicant shall be entitled to an order for eviction on the ground aforesaid.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(b) The Competent Authority shall give to the tenant or licensee leave to contest the application if the affidavit filed by the tenant or licensee discloses such facts as would disentitle the landlord from obtaining an order for the recovery of possession of the premises on the ground specified in section 22, 23 or 24.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(c) Where leave is granted to the tenant or licensee to contest the application the Competent Authority shall commence the hearing of the application as early as practicable and shall, as far as possible, proceed with the hearing from day to day, and decide the same, as far as may be, within six months of the order granting of such leave to contest the application.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,Order of Competent Authority to be non-appealable and revision by State Government.— (1) No appeal shall lie against an order for the recovery of possession of any premises made by the Competent Authority in accordance with the procedure specified in section 43.,PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Effect of refusal or failure to comply with order of eviction.— If any person refuses or fails to comply with the order of eviction made under section 43 within thirty days of the date on which it has become final, the Competent Authority or any other officer duly authorised by the Competent Authority in this behalf, may evict that person from, and take possession of, the premises and deliver the same to the landlord and for that purpose, use such force as may be necessary.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Pending Suits and proceedings in courts.— (1) Subject to sub-section (2), all suits and proceedings filed by landlords, being the landlords referred to in clause (a) or (b) or (c) of section 41 for eviction of tenant on the grounds specified in section 22 or 23 or 24 and pending on the date of commencement of this Act, unless the landlord withdraws the same in relation to relief of recovery of possession of the premises claimed therein, be heard, proceeded with and disposed of by the Court in which such suit or proceeding is pending as if this Act had not been passed.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(2) Any such landlord seeking to evict the tenant on the grounds specified in section 22 or 23 or 24 may, if he has already proceeded against the tenant in a suit or in a proceeding in the court and withdraws the suit or proceeding in relation to the claim made therein with leave of court proceed against the tenant in accordance with the provisions of this Chapter.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(2) Any such landlord who keeps such premises unoccupied or re-lets the same as aforesaid and any such landlord or other person in occupation of the premises who fails to comply with order of the Competent Authority under sub-section (1), shall, on conviction, be punishable with imprisonment for a term which may extend to three months or with fine or with both.”.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,(2) Nothing in section 20 shall apply to a landlord referred to in clause (c) of section 41.,PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Tenancy agreement to be compulsorily registered.— (1) Notwithstanding anything contained in this Act or any other law for the time being in force, any agreement for leave and licence or letting of any premises, entered into between the landlord and the tenant or the licensee, as the case may be, after the commencement of this Act, shall be in writing and shall be registered under the Registration Act, 1908 (XVI of 1908).",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(2) The responsibility of getting such agreement registered shall be on the landlord and in the absence of the written registered agreement, the contention of the tenant about the terms and conditions, subject to which a premises have been given to him by the landlord on leave and licence or have been let to him, shall prevail, unless proved otherwise.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(3) Any landlord who contravenes the provisions of this section shall, on conviction, be punished with imprisonment which may extend to three months or with fine not exceeding rupees five thousand or with both.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Right of tenant and landlord to receive lawful charges.— Notwithstanding anything contained in this Act, it shall be lawful for,— (i) the tenant or any person acting or purporting to act on behalf of the tenant to claim or receive any sum or any consideration, as a condition of the relinquishment, transfer or assignment of his tenancy of any premises; (ii) the landlord or any person acting or purporting to act on behalf of the landlord to receive any fine, premium or other like sum or deposit or any consideration in respect of the grant, or renewal of a lease of any premises, or for giving his consent to the transfer of a lease to any other person.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"(2) In particular, and without prejudice to the generality of the foregoing provisions, such rules may provide for,— (a) the manner in which addition to the rent shall be made under sub-section (2) or clause (a) of sub-section (3) of section 11;",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII (b) the authority from which a declaration, and the manner and the form in which declaration or a certificate from a notified architect asserting that it is necessary to undertake repairs and the extent thereof and estimated cost thereof, to be obtained by the landlord, and the manner and the form in which, a certificate from such authority or such architect confirming that the repairs were carried out in accordance with the declaration, or as the case may be, the certificate aforesaid, and fixing the date of completion of the repairs and the actual expenses thereof, to be obtained by the landlord under clause (b) of sub-section (5) of section 11; (c) the form and the manner in which a receipt is to be given under sub-section (1) of section 31; (d) the manner in which rent recoverable according to any calendar other than the British calendar before the commencement of this Act shall be calculated and charged in terms of the British calendar under sub-section (2) of section 32.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Repeal and saving.— (1) On the commencement of this Act, the following laws, that is to say,— (a) the Bombay Rents, Hotel and Lodging House Rates Control Act, 1947 (Bom.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"and Berar Act XI of 1946) including the Central Provinces and Berar Letting of Houses and Rent Control Order, 1949; and (c) the Hyderabad Houses (Rent, Eviction and Lease) Control Act, 1954 (Hyd.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 31 (d) all prosecutions instituted under the provisions of any of the repealed Acts shall be effective and disposed of in accordance with the law.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"Removal of difficulty.— If any difficulty arises in giving effect to the provisions of this Act unifying, consolidating and amending the laws relating to the control of rent and eviction and other connected matters in the repealed Acts, and as are contained in this Act, the State Government may, as occasion arises, by order do anything which appears to it to be necessary for the purpose of removing the difficulty: Provided that, no such order shall be made after the expiry of the period of two years from the date of commencement of this Act.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII SCHEDULE I [See section 2 (2)] [Areas to which the Bombay Rents, Hotel and Lodging House Rates Control Act, 1947 (Bom.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XX of 1954) were extended before the commencement of the Maharashtra Rent Control Act, 1999 (Mah.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 33 (1) (2) 22 Wada.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 35 (1) (2) 22 Devlad, Bhanvaj, Rahatvad, Vihari.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 37 (1) (2) 9 Sawada Municipal Council.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 39 (1) (2) 2 Ichalkaranji Municipal Council.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 41 (1) (2) Nagpur District — 1 Nagpur Municipal Corporation.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"XVIII] The Maharashtra Rent Control Act, 1999 43 SCHEDULE II [See section 2 (3)] (Area to which the Maharashtra Rent Control Act, 1999 applies) Serial Name of Population of Name of the district in the area which the No.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,XVIII SCHEDULE III [See section 43 (2)] Form of summons in a case where recovery of possession of premises is prayed of under Chapter XI.,PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"WHEREAS Shri…………………………………......filed an application (a copy of which is annexed) for your eviction from (here insert the particulars of the premises) on the ground specified in section 23/24 of the Maharashtra Rent Control Act, 1999.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,"within fifteen days of the service hereof and to obtain the leave of the Competent Authority to contest the application for eviction on the ground aforesaid, in default whereof, the applicant will be entitled at any time after the expiry of the said period of fifteen days to obtain an order for your eviction from the said premises.",PDF:eng_maharashtra_rent_control_ac.pdf
Simplify this clause,A rent or lease agreement is an agreement that lays down pre-discussed terms and conditions under which a property is to be rented or leased between a tenant and landlord.,PDF:docum.pdf
Simplify this clause,A lease agreement is essentially an agreement for leasing of an immovable property for up to 11 months.,PDF:docum.pdf
Simplify this clause,A rent agreement can be an agreement of more than a year.,PDF:docum.pdf
Simplify this clause,"All important clauses stating the terms, conditions and promises between both the parties must be included in a lease or rent agreement.",PDF:docum.pdf
Simplify this clause,Why is Lease Deed (for a term of years) Rent Agreement required?,PDF:docum.pdf
Simplify this clause,A lease or rent agreement is an essential document that evidences the leasing or renting of an immovable property.,PDF:docum.pdf
Simplify this clause,"All terms relating to such lease/rent including the time period for such lease and the purpose for which the property must be used, among other terms, must form a part of a rent agreement.",PDF:docum.pdf
Simplify this clause,A lease or rent agreement must be drafted in an error free manner in order to protect the interests of both the parties.,PDF:docum.pdf
Simplify this clause,"In case a dispute arises between the parties, this document would serve as a collaborative evidence of renting or the property and the conditions upon which it was rented.",PDF:docum.pdf
Simplify this clause,What should a Lease Deed (for a term of years) Rent Agreement cover?,PDF:docum.pdf
Simplify this clause,Draft of Deed of Lease (for a Term of Years) Rent Agreement This Deed of Lease is made at .....,PDF:docum.pdf
Simplify this clause,WHEREAS the Lessor is absolutely seized and possessed of or otherwise well and sufficiently entitled to the land and premises described in the Schedule hereunder written.,PDF:docum.pdf
Simplify this clause,AND WHEREAS the Lessor has agreed to grant to the Lessee a lease in respect of the said land and premises for a term of ....,PDF:docum.pdf
Simplify this clause,"In pursuance of the said agreement and in consideration of the rent hereby reserved and of the terms and conditions, convenants and agreements herein contained and on the part of the Lessee to be observed and performed the Lessor doth hereby demise unto the Lessee all that the said land and premises situated at.............…………..and described in the Schedule hereunder written (hereinafter for the brevity's sake referred to as 'the demised premises') to hold the demised premises unto the Lessee (and his heirs, executors, administrators and assigns) for a term of .......",PDF:docum.pdf
Simplify this clause,"years commencing from the 1st day of ...……….., 20___, but subject to the earlier determination of this demise as hereinafter provided and yielding and paying therefor during the said term the monthly ground rent of Rs ........",PDF:docum.pdf
Simplify this clause,The first of such monthly ground rent shall be paid on the ___ day of .......,PDF:docum.pdf
Simplify this clause,and the subsequent rent to be paid on or before the ___ day of every succeeding month regularly.,PDF:docum.pdf
Simplify this clause,To pay the ground rent hereby reserved on the days and in the manner aforesaid clear of all deductions.,PDF:docum.pdf
Simplify this clause,The first of such monthly rent as hereinbefore provided shall be paid on the....,PDF:docum.pdf
Simplify this clause,day of every succeeding month regularly and If the-ground rent is not paid on the due dates the Lessee shall pay interest thereon at the rate of .......,PDF:docum.pdf
Simplify this clause,"% per annum from the due date till payment, though the payment of Interest shall not entitle the Lessee to make default in payment of rent on due dates.",PDF:docum.pdf
Simplify this clause,"the time being standing on the demised land and payable either by the owners, occupiers or tenants thereof and to keep the Lessor and his estate and effects Indemnified against all such payment.",PDF:docum.pdf
Simplify this clause,"To keep the buildings and structures on the demised premises ,in good and tenantable repairs in the same way as the Lessor is liable to do under the law provided that if the Lessee so desires he shall have power to demolish any existing building or structure without being accountable to the Lessor for the building material of such building and structure and the Lessee shall have also power to construct any new buildings in their place.",PDF:docum.pdf
Simplify this clause,The Lessee shall be at liberty to carry out any additions or alterations to the buildings or structures at present existing on the demised premises or to put up any additional structures or buildings on the demised premises In accordance with the plans approved by the authorities at any time or from time to time during the subsistence of the term hereby created.,PDF:docum.pdf
